Ano,Mes,Chuva,Tmax,Tmin,Tmean
1999.0,8.0,71.60000000000001,29.7,4.0,15.146666666666668
1999.0,9.0,107.89999999999999,34.0,7.2,17.093103448275862
1999.0,10.0,115.8,29.6,6.4,18.15666666666667
1999.0,11.0,108.6,30.8,10.0,20.21724137931034
1999.0,12.0,57.9,38.4,12.8,23.176666666666666
2000.0,1.0,38.6,35.8,16.8,24.89333333333333
2000.0,2.0,107.80000000000001,36.8,17.5,24.139285714285712
2000.0,3.0,86.6,33.4,11.8,22.46333333333333
2000.0,4.0,141.2,33.2,11.8,20.758620689655178
2000.0,5.0,129.6,30.4,7.0,16.736666666666665
2000.0,6.0,196.79999999999998,30.8,4.5,16.31379310344828
2000.0,7.0,123.0,28.6,0.0,11.25
2000.0,8.0,93.9,29.4,2.5,13.933333333333335
2000.0,9.0,240.20000000000002,30.2,6.4,16.47241379310345
2000.0,10.0,141.6,31.8,9.8,19.336666666666666
2000.0,11.0,132.4,35.8,10.6,21.137931034482754
2000.0,12.0,72.0,35.6,13.0,23.659999999999993
2001.0,9.0,1.3,18.4,7.2,12.1
2001.0,10.0,34.7,35.6,12.0,21.254166666666666
2001.0,11.0,165.5,35.0,13.0,21.960714285714282
2001.0,12.0,53.0,35.6,14.3,22.748
2002.0,1.0,72.10000000000001,36.0,16.4,24.996666666666663
2002.0,2.0,83.0,35.6,15.0,23.68148148148148
2002.0,3.0,117.19999999999999,38.0,18.6,26.043333333333333
